State,County,Year,number,percent,lower confidence limit,upper confidence limit,age-adjusted percent,age-adjusted lower confidence limit,age-adjusted upper confidence limit
Florida,Hendry County,2013,9202,35.2,30.3,40.1,35.3,30.2,40.2
Florida,Hernando County,2013,44193,32.1,28.6,35.9,33.2,28.9,37.7
Florida,Highlands County,2013,24392,31,27.5,35,32.9,28.5,37.9
Florida,Hillsborough County,2013,271285,28.3,26.1,30.8,28.1,25.8,30.6
Florida,Holmes County,2013,4816,31.6,27.8,35.7,31.5,27.5,35.9
Florida,Indian River County,2013,27788,24.5,21.2,27.8,25.2,21.3,29
Florida,Jackson County,2013,13439,34.7,30.6,38.9,34.9,30.5,39.4
Florida,Jefferson County,2013,3687,32.2,28.3,36.5,31.9,27.8,36.6
Florida,Lafayette County,2013,2403,35.3,30.8,40.2,35.4,30.9,40.3
Florida,Lake County,2013,70387,29.3,26.3,32.6,29.8,26.1,33.7
Florida,Lee County,2013,128751,24.6,22.2,27.2,24.9,22.2,27.8
Florida,Leon County,2013,55754,26.4,23.4,29.7,26.5,23.6,29.7
Florida,Levy County,2013,9983,32.2,28.7,35.9,32.4,28.5,36.7
Florida,Liberty County,2013,2585,39.6,34.6,44.6,39.3,34.3,44.3
Florida,Madison County,2013,4962,34.1,29.8,38.4,34.2,29.6,38.7
Florida,Manatee County,2013,67904,25.3,22.3,28.2,25.7,22.3,29
Florida,Marion County,2013,77624,29.2,26.3,32.1,29.8,26.5,33.2
Florida,Martin County,2013,26162,21.3,18.3,24.6,21.1,17.6,25
Florida,Miami-Dade County,2013,424888,21,18.8,23.3,20.7,18.5,23.1
Florida,Monroe County,2013,14016,22,18.6,25.9,21.7,18.1,25.9
Florida,Nassau County,2013,16719,28.6,24.8,32.4,28.5,24.4,32.8
Florida,Okaloosa County,2013,38596,26.4,23.4,29.5,26.2,23.2,29.5
Florida,Okeechobee County,2013,9037,31,26.3,35.9,31.1,26,36.3
Florida,Orange County,2013,226785,24.9,22.6,27.4,24.8,22.5,27.2
Florida,Osceola County,2013,62681,29.1,25.3,33,28.9,25.1,32.9
Florida,Palm Beach County,2013,231429,21.5,19.4,23.9,21.5,19.1,24.1
Florida,Pasco County,2013,114404,31.1,28,34.3,31.4,28.1,35.2
Florida,Pinellas County,2013,191705,25.5,23,27.8,25.3,22.6,28
Florida,Polk County,2013,150413,32.3,29.5,35.5,32.6,29.5,36.1
Florida,Putnam County,2013,19919,36.1,31.9,40.1,36.7,32,41.5
Florida,St. Johns County,2013,34628,21.9,19,25,21.6,18.5,24.9
Florida,St. Lucie County,2013,61225,27.9,24.8,31,28,24.7,31.5
Florida,Santa Rosa County,2013,31503,26.1,23.2,29.5,25.7,22.7,29.2
Florida,Sarasota County,2013,66899,20.6,18.1,23.2,20.4,17.5,23.5
Florida,Seminole County,2013,81685,24.6,21.7,27.8,24.3,21.3,27.5
Florida,Sumter County,2013,26736,26.9,23.6,30.7,28.9,24.4,34.1
Florida,Suwannee County,2013,11143,33.3,29.6,37.4,33.8,29.8,38.2
Florida,Taylor County,2013,7065,38.9,34.7,43.2,39.3,34.7,43.9
Florida,Union County,2013,4383,37.1,32.3,41.5,36.7,31.8,41.2
Florida,Volusia County,2013,103484,26,23.2,28.8,26,22.8,29.1
Florida,Wakulla County,2013,8696,36.4,32.3,40.8,36.3,32,40.7
Florida,Walton County,2013,12734,27.5,24,31.1,27.5,23.9,31.4
Florida,Washington County,2013,7355,38.5,34.3,43.1,38.8,34.3,43.7
Georgia,Appling County,2013,4631,34.8,27.9,42,34.6,27.5,42
Georgia,Atkinson County,2013,2025,35.3,27.9,43.2,35,27.5,42.9
Georgia,Bacon County,2013,2633,32.7,25.6,40.7,32.6,25.3,40.8
Georgia,Baker County,2013,759,30,22.7,38.2,29.3,21.7,37.8
Georgia,Baldwin County,2013,12625,36.8,30.7,43.2,36.7,30.5,43.1
Georgia,Banks County,2013,3670,27,20.3,34.6,26.6,19.7,34.5
Georgia,Barrow County,2013,17405,34.6,28.1,41.6,34.4,27.9,41.3
Georgia,Bartow County,2013,25716,35.2,29.2,41.6,34.8,28.9,41.4
Georgia,Ben Hill County,2013,4439,35.3,28.8,42,35.1,28.4,42.1
Georgia,Berrien County,2013,4869,34.7,28.2,41.7,34.5,27.9,42
Georgia,Bibb County,2013,34728,31.3,26.9,36.1,31,26.5,35.9
Georgia,Bleckley County,2013,2806,30.4,23.9,37.4,30.3,23.7,37.6
Georgia,Brantley County,2013,4395,33.1,26.1,40.5,32.6,25.6,40.3
Georgia,Brooks County,2013,3956,33.5,27,40.1,33.2,26.4,40.1
Georgia,Bryan County,2013,6651,29.3,23.3,36.3,29,23.1,36
Georgia,Bulloch County,2013,17125,33.5,27.6,39.9,33.6,27.8,39.9
Georgia,Burke County,2013,5188,32,25.5,39,31.6,24.9,38.9
Georgia,Butts County,2013,5071,28.7,21.9,35.5,28.4,21.6,35.3
Georgia,Calhoun County,2013,1773,34.4,26.4,43,34.1,26.2,42.7
Georgia,Camden County,2013,11605,31.5,25.8,37.6,31.4,25.7,37.4
Georgia,Candler County,2013,2376,30.3,23.8,38,30.2,23.2,38
Georgia,Carroll County,2013,25494,31.7,26.2,37.6,31.6,26.1,37.5
Georgia,Catoosa County,2013,13349,27.8,22.1,34.2,27.5,21.7,34
Georgia,Charlton County,2013,3289,32,25.6,38.7,31.8,25.4,38.6
Georgia,Chatham County,2013,65013,31.3,27.3,35.2,31.3,27.3,35.3
Georgia,Chattahoochee County,2013,2308,27.3,19.8,36,28.9,21.9,36.8
Georgia,Chattooga County,2013,6417,34,27,41.5,33.9,26.7,41.8
Georgia,Cherokee County,2013,43051,26.9,23,30.7,26.5,22.6,30.5
Georgia,Clarke County,2013,22859,25.3,20.5,30.8,26.1,21.3,31.3
Georgia,Clay County,2013,693,29.8,23.6,36.7,29.5,22.7,37.2
Georgia,Clayton County,2013,69194,38,34.2,41.6,37.6,33.8,41.2
Georgia,Clinch County,2013,1455,29.6,22.8,37.4,29.4,22.4,37.5
Georgia,Cobb County,2013,119441,22.9,20.5,25.4,22.6,20.1,25.1
Georgia,Coffee County,2013,10818,34.8,29,41.7,34.6,28.8,41.6
Georgia,Colquitt County,2013,11450,35.2,28.8,41.9,35.2,28.7,42
Georgia,Columbia County,2013,29415,30.3,25.7,34.8,30,25.3,34.6
Georgia,Cook County,2013,3804,31.4,25.1,38.4,31.1,24.7,38.4
Georgia,Coweta County,2013,25471,26.8,22.5,32.2,26.3,22,31.8
Georgia,Crawford County,2013,2598,27.3,21.4,34.3,26.5,20.6,33.6
Georgia,Crisp County,2013,5235,31.1,24.8,37.8,30.7,24.3,37.6
Georgia,Dade County,2013,4020,32.3,25.1,40.5,32.2,24.6,40.8
Georgia,Dawson County,2013,4746,27.7,21.4,34.4,27.3,20.8,34.6
Georgia,Decatur County,2013,5952,30,24.1,36.1,29.8,23.7,36.1
Georgia,DeKalb County,2013,144134,27.3,24.8,30,27.1,24.7,29.8
Georgia,Dodge County,2013,4588,28.5,22.5,35.1,28.2,21.9,34.9
Georgia,Dooly County,2013,3870,34.7,27.7,42.4,34.4,27.2,42.2
Georgia,Dougherty County,2013,22885,34.4,29.1,39.8,34.3,28.8,39.8
Georgia,Douglas County,2013,30947,32.3,27,38.3,31.9,26.6,37.8
Georgia,Early County,2013,2403,31.5,24.6,38.9,31.3,24,39
Georgia,Echols County,2013,792,28.3,20.5,36,28,20.2,35.8
Georgia,Effingham County,2013,13479,35.2,28.6,42.6,34.8,28.1,42.2
Georgia,Elbert County,2013,4596,31.1,24.2,38.2,30.9,23.7,38.6
Georgia,Emanuel County,2013,6032,36.3,29.5,43.4,36.4,29.3,43.8
Georgia,Evans County,2013,2591,33.5,26.4,41.6,33.3,26,41.8
Georgia,Fannin County,2013,4937,25.9,20.6,32.2,25.5,19.5,32.6
Georgia,Fayette County,2013,24544,31.1,26.4,36,30.3,25.3,35.6
Georgia,Floyd County,2013,21710,31,25.6,37.1,30.8,25.2,37.1
Georgia,Forsyth County,2013,39340,29.4,24.9,34.2,28.9,24.4,33.8
Georgia,Franklin County,2013,4899,29.5,22.8,37.4,29.4,22.5,37.8
Georgia,Fulton County,2013,172769,23.9,21.7,26.1,23.8,21.8,26.1
Georgia,Gilmer County,2013,6566,29.7,23.4,36.5,29.4,22.6,36.8
Georgia,Glascock County,2013,640,28.6,21.1,36.9,28.3,20.4,36.9
Georgia,Glynn County,2013,15875,26.2,21.7,30.8,25.8,21.1,30.8
Georgia,Gordon County,2013,11775,29.3,23.7,36.1,29,23.3,36
Georgia,Grady County,2013,6020,33,26.6,39.7,32.8,26.2,39.8
Georgia,Greene County,2013,3803,29.7,23.1,36.1,29.8,22.6,37
Georgia,Gwinnett County,2013,175331,29.5,26.7,32.3,29,26.3,31.8
Georgia,Habersham County,2013,10143,31.7,25.2,38.9,31.7,24.9,39.3
Georgia,Hall County,2013,34057,25.7,21.5,30.5,25.5,21.2,30.4
Georgia,Hancock County,2013,2254,31.2,23.7,39.7,30.6,22.8,39.5
Georgia,Haralson County,2013,5698,27.3,21.4,34.1,27.1,20.8,34.1
Georgia,Harris County,2013,6969,28.4,23,34.5,27.6,22.1,34.1
Georgia,Hart County,2013,5805,29.9,24.3,37.3,29.7,23.7,37.9
Georgia,Heard County,2013,2578,30.2,23.4,38.5,29.8,22.6,38.4
Georgia,Henry County,2013,48614,33.1,28.5,38,32.6,27.9,37.5
Georgia,Houston County,2013,32844,31,26,36.3,30.7,25.7,36.1
Georgia,Irwin County,2013,2059,29.2,22.7,36.2,29.1,22.4,36.4
Georgia,Jackson County,2013,12033,27.4,22.3,33.5,27.1,21.9,33.3
Georgia,Jasper County,2013,2912,29.3,22.4,36.6,28.8,21.7,36.3
Georgia,Jeff Davis County,2013,3166,30,22.9,37.4,29.7,22.5,37.3
Georgia,Jefferson County,2013,4256,35.3,27.8,42.5,35,27,42.5
Georgia,Jenkins County,2013,2071,29.9,23.1,37.6,29.7,22.8,37.5
Georgia,Johnson County,2013,2590,34,26.9,41.7,33.7,26.5,41.6
Georgia,Jones County,2013,7007,33.5,26.9,40.4,33.1,26.2,40.3
Georgia,Lamar County,2013,4016,30.6,23.7,38.9,30.3,23.4,38.9
Georgia,Lanier County,2013,2521,33.2,26.2,41.3,33,26,41.1
Georgia,Laurens County,2013,12615,36.2,31.5,41.4,36.3,31.4,41.6
Georgia,Lee County,2013,6404,31.2,24.8,38.1,30.7,24.5,37.7
Georgia,Liberty County,2013,15237,34.9,28.3,40.9,35,28.6,40.8
Georgia,Lincoln County,2013,1764,29,22.2,36.1,28.4,21.5,36.2
Georgia,Long County,2013,3566,31.4,24.3,38.4,31.1,24.3,38.1
Georgia,Lowndes County,2013,25015,31.3,26.8,36.2,31.5,27,36.3
Georgia,Lumpkin County,2013,7085,30.7,23.8,38,30.6,23.5,38.1
Georgia,McDuffie County,2013,5188,33.4,26.6,40.4,33,26.1,40.2
Georgia,McIntosh County,2013,3425,30.9,24.5,38.2,30.5,23.6,38.1
Georgia,Macon County,2013,3957,36.4,29.4,44.4,36,28.9,44.1
Georgia,Madison County,2013,6662,31.9,25.7,38.5,31.6,25.1,38.8
Georgia,Marion County,2013,2159,32.9,25.9,40.2,32.3,25,40.2
Georgia,Meriwether County,2013,5526,34.6,27.1,42,34.4,26.6,42
Georgia,Miller County,2013,1347,30.3,23.7,38.3,30.2,23,38.5
Georgia,Mitchell County,2013,5688,33.6,26.4,40.9,33.3,26,40.7
Georgia,Monroe County,2013,6562,31.9,25.2,38.9,31.5,24.4,38.9
Georgia,Montgomery County,2013,2405,36.2,29.7,43.6,36.1,29.5,43.9
Georgia,Morgan County,2013,3489,26.5,20.2,32.9,25.9,19.5,32.9
Georgia,Murray County,2013,9193,32.5,26,39.4,32.2,25.6,39.2
Georgia,Muscogee County,2013,42673,28.8,25,32.8,28.7,24.9,32.7
Georgia,Newton County,2013,23410,32.9,27.1,39.1,32.6,26.8,38.9
Georgia,Oconee County,2013,6913,28.8,22.9,35.1,28.2,22.2,34.7
Georgia,Oglethorpe County,2013,3311,30.1,23.7,36.7,29.7,23.1,36.6
Georgia,Paulding County,2013,29125,28.6,23.7,34.1,28.3,23.5,33.6
Georgia,Peach County,2013,6697,34.4,27.4,41.5,34.2,27.2,41.5
Georgia,Pickens County,2013,6069,26.7,21.1,33.3,26.3,20.3,33.1
Georgia,Pierce County,2013,3907,28.5,22.1,35.6,28.2,21.6,35.5
Georgia,Pike County,2013,3352,26.2,19.7,33.4,25.6,19,33.2
Georgia,Polk County,2013,10160,34.5,27.7,42.4,34.4,27.5,42.7
Georgia,Pulaski County,2013,2858,31.7,25.2,39.2,31.5,24.8,39.3
Georgia,Putnam County,2013,4906,30,24,36.5,29.9,23.5,37
Georgia,Quitman County,2013,647,34,27,41.8,33.8,26.2,42.3
Georgia,Rabun County,2013,3772,29.4,22.7,36.7,29.5,22.1,37.6
Georgia,Randolph County,2013,1832,33.7,25.5,41.9,33.3,24.9,42.5
Georgia,Richmond County,2013,50218,34.1,30.2,38.3,33.9,29.9,38.1
Georgia,Rockdale County,2013,22302,36,29.3,42.3,35.4,28.5,42
Georgia,Schley County,2013,1075,30.4,23.6,38,30,22.9,38.1
Georgia,Screven County,2013,3499,33,25.9,41,32.6,25.2,41
Georgia,Seminole County,2013,2060,30.7,23.9,37.8,30.5,23.2,38.2
Georgia,Spalding County,2013,15132,32.4,26.3,39.3,32.3,26,39.3
Georgia,Stephens County,2013,5748,30.1,23.7,38,29.9,23,38.3
Georgia,Stewart County,2013,1531,34.2,25.7,42.4,34.1,25.6,42.5
Georgia,Sumter County,2013,7388,32.7,26.3,39,32.6,26.1,39.1
Georgia,Talbot County,2013,1701,33.3,25.4,41,32.4,24.1,40.4
Georgia,Taliaferro County,2013,423,31.4,24.1,39.3,30.7,23,39.2
Georgia,Tattnall County,2013,6473,33.1,26.6,40.6,32.9,26.4,40.4
Georgia,Taylor County,2013,1829,28.8,22.6,35.6,28.3,21.7,35.6
Georgia,Telfair County,2013,4131,30.9,24.3,38.3,30.7,24,38.3
Georgia,Terrell County,2013,2155,31.6,23.8,40.4,31.2,23,40.3
Georgia,Thomas County,2013,11210,34,28.2,39.8,33.8,27.7,39.9
Georgia,Tift County,2013,9702,34,28.2,40.2,34,28,40.2
Georgia,Toombs County,2013,6017,31.5,25.2,38.7,31.3,24.9,38.8
Georgia,Towns County,2013,2342,27.4,21.2,34.5,27.8,20.6,36.3
Georgia,Treutlen County,2013,1604,32.9,26.2,40.4,32.6,25.7,40.3
Georgia,Troup County,2013,14798,30,23.5,36.7,29.8,23.2,36.6
Georgia,Turner County,2013,2023,34.6,27.1,42.7,34.7,26.9,43.2
Georgia,Twiggs County,2013,2171,32.8,25.6,39.7,32.1,24.6,39.6
Georgia,Union County,2013,4789,27.2,21.2,33.7,27.2,20.4,34.6
Georgia,Upson County,2013,6381,32,24.8,39.3,31.8,24.1,39.5
Georgia,Walker County,2013,16433,32.1,26,38.7,31.9,25.6,38.8
Georgia,Walton County,2013,21172,34.4,28.8,40.1,34.1,28.3,40
Georgia,Ware County,2013,9417,35.5,28.9,42.1,35.4,28.6,42.2
Georgia,Warren County,2013,1357,32,24.4,40.3,31.6,23.6,40.4
Georgia,Washington County,2013,5006,32.2,25,39.7,31.8,24.4,39.4
Georgia,Wayne County,2013,7014,31.8,25.6,38.8,31.7,25.3,38.8
Georgia,Webster County,2013,658,32.1,24.9,39.5,31.7,24.2,39.8
Georgia,Wheeler County,2013,2059,31.9,24.6,40.1,31.8,24.4,39.9
Georgia,White County,2013,6004,28.6,22.3,35.6,28.4,21.8,36.1
Georgia,Whitfield County,2013,24215,33.5,27.9,38.9,33.3,27.6,38.9
Georgia,Wilcox County,2013,2246,31.5,24.8,39.3,31.4,24.6,39.3
Georgia,Wilkes County,2013,2482,32.9,25.8,40.7,32.5,25.1,40.9
Georgia,Wilkinson County,2013,2425,34.5,27.4,42.3,34.1,26.6,42.3
Georgia,Worth County,2013,5768,36.7,29.4,44.1,36.6,29,44.3
Hawaii,Hawaii County,2013,32807,22.7,21.5,24,23.3,21.9,24.6
Hawaii,Honolulu County,2013,166873,22.3,21.5,23.1,22.5,21.7,23.4
Hawaii,Kalawao County,2013,19,21.5,14.8,29.7,22.5,15.1,31.9
Hawaii,Kauai County,2013,10826,20.6,18.9,22.4,20.8,19,22.9
Hawaii,Maui County,2013,27158,22.4,21.1,23.8,22.8,21.4,24.3
Idaho,Ada County,2013,76310,25.4,23.4,27.2,25.2,23.2,27
Idaho,Adams County,2013,852,27.6,21.6,33.7,27,20.7,33.9
Idaho,Bannock County,2013,16432,28.1,25.4,31,28,25.3,31
Idaho,Bear Lake County,2013,1196,28.7,23.1,35.3,28.6,22.5,35.8
Idaho,Benewah County,2013,2059,30.1,24.7,35.6,29.9,23.8,35.8
Idaho,Bingham County,2013,9916,33.3,29.3,37.4,33.2,29.2,37.4
Idaho,Blaine County,2013,3045,19.2,15.6,23,18.7,15,22.6
Idaho,Boise County,2013,1193,22.4,17.9,28.1,21.4,16.4,27.8
Idaho,Bonner County,2013,7790,24.7,21.4,28.1,24,20.6,28.1
Idaho,Bonneville County,2013,20940,29.4,26.8,32.3,29.4,26.7,32.4
Idaho,Boundary County,2013,2194,27.3,22.3,32.7,26.9,21.5,32.9
Idaho,Butte County,2013,539,28.5,22,35.5,28.2,21.3,35.9
Idaho,Camas County,2013,201,25.7,19,32.6,25.1,18.1,32.7
Idaho,Canyon County,2013,44393,33.4,30.6,36.2,33.4,30.5,36.3
Idaho,Caribou County,2013,1296,27.5,21.8,34.1,27.3,21.3,34.3
Idaho,Cassia County,2013,4618,30.5,25.7,36.1,30.5,25.5,36.3
Idaho,Clark County,2013,189,31.4,23.5,40.1,31.4,23.3,40.4
Idaho,Clearwater County,2013,2159,30.6,25.8,35.6,30.7,25.6,36.6
Idaho,Custer County,2013,888,26.3,20.9,32.7,25.8,19.8,32.8
Idaho,Elmore County,2013,5522,29.8,23.7,36.5,29.8,23.7,36.4
Idaho,Franklin County,2013,2487,30.7,25.5,36.4,30.7,25.1,36.6
Idaho,Fremont County,2013,2546,28.9,23.3,34.8,28.7,22.9,34.9
Idaho,Gem County,2013,3533,28.5,23.4,33.9,28.4,22.9,34.7
Idaho,Gooding County,2013,3102,30,24.6,35.8,30,24.4,36.2
Idaho,Idaho County,2013,3248,25.7,22.2,29.4,25.1,21.2,29.1
Idaho,Jefferson County,2013,5506,32.7,27.5,37.5,32.6,27.4,37.5
Idaho,Jerome County,2013,5010,33.3,27.8,39.1,33.2,27.5,39
Idaho,Kootenai County,2013,26671,25,22.8,27.4,24.7,22.4,27.3
Idaho,Latah County,2013,6939,24.3,21.1,27.7,24.5,21.3,27.8
Idaho,Lemhi County,2013,1655,26.8,22,32.2,26.6,21.1,32.6
Idaho,Lewis County,2013,860,29.7,23.8,36.2,29.7,23.4,36.8
Idaho,Lincoln County,2013,1141,32.3,25.2,39.9,32.2,25,39.9
Idaho,Madison County,2013,5967,24.5,20.2,29.2,25.2,21,29.6
Idaho,Minidoka County,2013,4778,34.2,28.9,39.7,34.3,28.8,40
Idaho,Nez Perce County,2013,9383,30.9,27.5,34.4,30.7,27.1,34.5
Idaho,Oneida County,2013,926,31.3,25.2,38.2,31.2,24.4,38.5
Idaho,Owyhee County,2013,2422,30.4,24.8,36.9,30.2,24.3,37.3
Idaho,Payette County,2013,5289,33.3,28.8,38.2,33.4,28.7,38.9
Idaho,Power County,2013,1654,32.1,26.4,38.3,31.9,26.1,38.3
Idaho,Shoshone County,2013,3076,31.1,25.7,37.3,31.3,25.2,38.2
Idaho,Teton County,2013,1730,24.1,18.9,30.8,23.9,18.8,30.4
Idaho,Twin Falls County,2013,15409,27.6,24.8,30.6,27.6,24.7,30.6
Idaho,Valley County,2013,1853,24.1,18.7,30.3,23.6,17.9,30.5
Idaho,Washington County,2013,2234,30.3,25.3,35.9,30.1,24.4,36.4
Illinois,Adams County,2013,18581,37,31.4,43,36.7,30.5,43
Illinois,Alexander County,2013,1632,28.4,22.1,35.9,27.8,21.4,35.6
Illinois,Bond County,2013,4002,29.6,22.2,37.9,29.1,21.5,37.7
Illinois,Boone County,2013,12796,33.7,26.8,41.2,33.1,26.2,40.8
Illinois,Brown County,2013,1565,27.6,20.8,35.9,27.7,20.9,35.9
Illinois,Bureau County,2013,7517,29.1,23.6,35.5,28.5,22.5,35.3
Illinois,Calhoun County,2013,1130,29.1,22.1,36.7,28.2,20.8,36.3
Illinois,Carroll County,2013,3343,28.6,21.9,36.4,27.7,20.7,36
Illinois,Cass County,2013,2723,28,21,35.9,27.4,20.2,35.7
Illinois,Champaign County,2013,38288,25.1,20.9,29.8,25.4,21.2,29.9
Illinois,Christian County,2013,8297,31.7,24.9,38.8,31.2,24.2,38.6
Illinois,Clark County,2013,3966,32.7,25.3,40.9,32.1,24.3,40.7
Illinois,Clay County,2013,3158,31,23.5,39.3,30.4,22.7,38.9
Illinois,Clinton County,2013,8504,29.5,23,36.7,28.8,22.2,36.2
Illinois,Coles County,2013,10752,26.3,20,33.6,26.3,19.9,33.7
Illinois,Cook County,2013,989186,25.3,23.9,26.7,25.1,23.7,26.5
Illinois,Crawford County,2013,4750,31.3,24.3,39.1,30.7,23.6,39
Illinois,Cumberland County,2013,2259,27.8,21,35.8,26.9,20,35.4
Illinois,DeKalb County,2013,21560,28.3,23.4,33.9,28.5,23.6,34
Illinois,De Witt County,2013,3802,30.5,23.4,38.4,29.8,22.5,38
Illinois,Douglas County,2013,4368,30.5,23.2,39,29.9,22.4,38.7
Illinois,DuPage County,2013,157863,23,20.8,25.3,22.2,19.9,24.6
Illinois,Edgar County,2013,4169,30.3,23.5,37.8,29.7,22.7,37.8
Illinois,Edwards County,2013,1568,31.3,23.6,39.8,30.7,22.7,39.5
Illinois,Effingham County,2013,8039,31.8,24.6,39.8,31.2,24,39.7
Illinois,Fayette County,2013,5513,33,25.9,40.8,32.6,25.1,40.8
Illinois,Ford County,2013,2914,28.2,21.9,35.3,27.4,20.7,34.9
Illinois,Franklin County,2013,9035,30.2,23.2,37.8,29.6,22.5,37.4
Illinois,Fulton County,2013,8666,30.7,24.6,37.6,30.1,23.8,37.1
Illinois,Gallatin County,2013,1198,28.4,21.5,36.1,27.8,20.5,36
Illinois,Greene County,2013,2958,28.7,21.5,37,28,20.6,36.7
Illinois,Grundy County,2013,10905,30.4,24,37.5,29.9,23.3,37.1
Illinois,Hamilton County,2013,1772,28.2,21.1,36.4,27.5,19.9,36.1
Illinois,Hancock County,2013,4087,28.6,22.3,35.6,27.6,21,35.4
Illinois,Hardin County,2013,992,30.6,23.4,39.2,29.6,22,38.6
Illinois,Henderson County,2013,1660,30.4,23.5,38,29.2,22.1,37.7
Illinois,Henry County,2013,11366,30.5,25.3,36.2,29.9,24.4,36
Illinois,Iroquois County,2013,7395,33.9,27.3,41,33.4,26.2,41.4
Illinois,Jackson County,2013,14461,31.5,24.7,39.4,31.8,25,39.6
Illinois,Jasper County,2013,2178,30.2,23.3,38.3,29.3,22.1,37.9
Illinois,Jefferson County,2013,8873,30.2,23.4,37.4,29.6,22.7,37
Illinois,Jersey County,2013,5634,33,25.2,41,32.4,24.2,40.8
Illinois,Jo Daviess County,2013,5154,29.5,23,36.2,28.6,21.7,35.8
Illinois,Johnson County,2013,2945,29.4,21.9,37.5,28.8,21.1,37.3
Illinois,Kane County,2013,92453,25.3,21.9,28.6,24.8,21.5,28.2
Illinois,Kankakee County,2013,24517,30.1,24.6,35.7,29.7,24.1,35.5
Illinois,Kendall County,2013,27187,33.7,27.8,40.1,33.5,27.7,39.7
Illinois,Knox County,2013,10565,26.2,21.1,32.2,25.5,20.1,32
Illinois,Lake County,2013,141774,28.4,25.3,31.5,27.8,24.7,31.1
Illinois,LaSalle County,2013,22883,27.1,22.3,32.2,26.5,21.5,31.9
Illinois,Lawrence County,2013,3796,28.9,22.2,35.9,28.6,21.9,35.9
Illinois,Lee County,2013,8761,32.6,26.1,39.9,31.9,25.2,39.5
Illinois,Livingston County,2013,8467,29.2,23.2,36,28.4,22.2,35.4
Illinois,Logan County,2013,6756,29.2,22.4,36.3,28.8,21.8,36
Illinois,McDonough County,2013,6656,26.8,20.3,33.6,27.1,20.5,33.8
Illinois,McHenry County,2013,61306,27.7,23.7,32,26.9,22.8,31.2
Illinois,McLean County,2013,37293,29.3,24.9,34,29.2,24.9,33.9
Illinois,Macon County,2013,24310,29.7,24.6,35,29.2,23.8,35
Illinois,Macoupin County,2013,11035,31,24.4,38.9,30.3,23.1,38.8
Illinois,Madison County,2013,65033,32.3,27.7,37.2,31.8,27.1,37
Illinois,Marion County,2013,9676,33.5,25.9,41.3,32.9,25,41.1
Illinois,Marshall County,2013,2721,29.1,22.2,36.8,28.2,20.9,36.8
Illinois,Mason County,2013,3446,31.7,24.5,39.4,30.9,23.3,39.3
Illinois,Massac County,2013,3499,30.7,24.1,38.4,30.1,23.2,38.1
Illinois,Menard County,2013,2684,28.3,21.4,35.6,27.4,20.5,35.2
Illinois,Mercer County,2013,3811,31.2,24.2,38.8,30.4,22.9,38.3
Illinois,Monroe County,2013,8303,33.2,25.8,40.7,32.4,24.4,40.2
Illinois,Montgomery County,2013,7153,31.3,24,38.8,30.7,23.2,38.5
Illinois,Morgan County,2013,7722,28.8,22.4,35.6,28.2,21.7,35.2
Illinois,Moultrie County,2013,3111,28.6,21.6,36.7,28,20.9,36.7
Illinois,Ogle County,2013,12098,31.2,24.9,37.6,30.5,23.9,37.3
Illinois,Peoria County,2013,39815,28.8,24.9,33,28.5,24.5,32.8
Illinois,Perry County,2013,4946,29.1,22.1,36.8,28.7,21.6,36.6
Illinois,Piatt County,2013,3573,29,22.1,36.9,28,20.9,36.2
Illinois,Pike County,2013,3983,32.6,24.8,41.2,32.1,24.1,41.4
Illinois,Pope County,2013,1014,29.5,22.5,37.4,28.4,21.2,36.6
Illinois,Pulaski County,2013,1219,27.3,20.9,34.2,26.5,20,34.1
Illinois,Putnam County,2013,1351,29.9,22.8,37.6,28.8,21.6,37
Illinois,Randolph County,2013,7170,27.7,21.7,34.2,27.1,21,33.7
Illinois,Richland County,2013,3524,28.8,21.9,36.2,28.1,20.8,36.1
Illinois,Rock Island County,2013,34985,31.7,27.1,36.6,31.2,26.4,36.5
Illinois,St. Clair County,2013,64841,33.2,28.5,38.5,32.7,27.9,38.2
Illinois,Saline County,2013,5667,30.1,23.4,38.5,29.5,22.6,38.1
Illinois,Sangamon County,2013,42318,28.5,24.2,33.3,27.9,23.4,32.9
Illinois,Schuyler County,2013,1817,31.7,24.1,40.1,31,23.3,40
Illinois,Scott County,2013,1198,30.4,23,38.6,29.5,22,38.3
Illinois,Shelby County,2013,5160,30.6,23.5,38.6,29.9,22.2,38.3
Illinois,Stark County,2013,1357,30.2,22.7,39.1,29.5,21.6,39.2
Illinois,Stephenson County,2013,11682,32.9,27.1,39,32.3,26.1,38.9
Illinois,Tazewell County,2013,31223,30.6,25.7,35.9,30.1,25,35.8
Illinois,Union County,2013,3819,28.2,20.4,36,27.4,19.6,36
Illinois,Vermilion County,2013,20960,35.4,29.7,41,35.1,29.2,41.2
Illinois,Wabash County,2013,2838,32.2,24.2,40.8,31.5,23.2,40.8
Illinois,Warren County,2013,3973,30.5,23.4,38.6,29.9,22.5,38.3
Illinois,Washington County,2013,3171,28.6,21.7,36.9,27.9,20.7,36.4
Illinois,Wayne County,2013,3658,29.2,22,36.7,28.6,21,36.6
Illinois,White County,2013,3188,28.7,21.5,37.1,28,20.2,36.9
Illinois,Whiteside County,2013,12337,28.7,22.6,35.2,28,21.6,34.8
Illinois,Will County,2013,134280,28,25.1,31.3,27.7,24.6,31
Illinois,Williamson County,2013,16147,31.6,24.9,39.1,31.2,24.3,39
