State,County,percent,Poverty
Indiana,Montgomery County,32.7,14.2
Indiana,Morgan County,33.2,12.1
Indiana,Newton County,35.3,13.7
Indiana,Noble County,31.8,12.2
Indiana,Ohio County,30.4,7.9
Indiana,Orange County,35.4,17.6
Indiana,Owen County,34,15.1
Indiana,Parke County,33.6,16
Indiana,Perry County,32.8,13
Indiana,Pike County,36.4,10
Indiana,Porter County,31.9,11.6
Indiana,Posey County,29.1,11.1
Indiana,Pulaski County,31.5,14.2
Indiana,Putnam County,31.5,10.2
Indiana,Randolph County,35.6,18
Indiana,Ripley County,32.7,8.6
Indiana,Rush County,32.6,17.6
Indiana,St. Joseph County,30,17.8
Indiana,Scott County,29.5,17.8
Indiana,Shelby County,33.1,12.2
Indiana,Spencer County,30.5,10.8
Indiana,Starke County,36.1,16
Indiana,Steuben County,33.7,10.8
Indiana,Sullivan County,32.9,18.7
Indiana,Switzerland County,32,19.6
Indiana,Tippecanoe County,26.4,22.2
Indiana,Tipton County,31.1,10
Indiana,Union County,30,10.4
Indiana,Vanderburgh County,33.3,16.6
Indiana,Vermillion County,33.1,12.9
Indiana,Vigo County,32.8,20.5
Indiana,Wabash County,31.6,14.4
Indiana,Warren County,32.1,9.1
Indiana,Warrick County,29.4,9.9
Indiana,Washington County,30.6,15.2
Indiana,Wayne County,29.6,21.1
Indiana,Wells County,28.4,12.2
Indiana,White County,34.7,9.6
Indiana,Whitley County,32,8
Iowa,Adair County,32.4,10.6
Iowa,Adams County,30.8,10.2
Iowa,Allamakee County,33.6,10.9
Iowa,Appanoose County,35.4,13.7
Iowa,Audubon County,31.2,9.7
Iowa,Benton County,34.4,9.6
Iowa,Black Hawk County,29.9,15.7
Iowa,Boone County,32.4,10.1
Iowa,Bremer County,32.4,8.3
Iowa,Buchanan County,35.2,9.5
Iowa,Buena Vista County,33,12.6
Iowa,Butler County,33.8,9
Iowa,Calhoun County,32.4,14.8
Iowa,Carroll County,30.7,10.1
Iowa,Cass County,35.2,13.9
Iowa,Cedar County,32.4,7.7
Iowa,Cerro Gordo County,33.2,13.4
Iowa,Cherokee County,37.5,11.2
Iowa,Chickasaw County,32.7,8.8
Iowa,Clarke County,30.5,16.4
Iowa,Clay County,33.8,11.5
Iowa,Clayton County,32.1,11.1
Iowa,Clinton County,33.4,13.9
Iowa,Crawford County,34.2,19.8
Iowa,Dallas County,29.8,6.5
Iowa,Davis County,32.7,19.3
Iowa,Decatur County,33.1,20.6
Iowa,Delaware County,33.9,10
Iowa,Des Moines County,31.3,15.2
Iowa,Dickinson County,33.4,6.6
Iowa,Dubuque County,28.5,12.2
Iowa,Emmet County,33.2,13.6
Iowa,Fayette County,37.7,12.9
Iowa,Floyd County,31,12.4
Iowa,Franklin County,32.6,13.3
Iowa,Fremont County,32.9,11
Iowa,Greene County,29.6,12.6
Iowa,Grundy County,31.7,6.2
Iowa,Guthrie County,35.9,11.4
Iowa,Hamilton County,30.6,11.4
Iowa,Hancock County,35.4,8.5
Iowa,Hardin County,34.8,8.8
Iowa,Harrison County,32.3,9.9
Iowa,Henry County,34.6,14.5
Iowa,Howard County,31.1,11.7
Iowa,Humboldt County,31.8,12.2
Iowa,Ida County,28.2,11.7
Iowa,Iowa County,30.7,8.7
Iowa,Jackson County,33.1,12.1
Iowa,Jasper County,32.2,9.6
Iowa,Jefferson County,27.5,15
Iowa,Johnson County,23,17.9
Iowa,Jones County,37.6,10.2
Iowa,Keokuk County,29.9,13.5
Iowa,Kossuth County,32.7,9
Iowa,Lee County,31.9,16.8
Iowa,Linn County,31,9.8
Iowa,Louisa County,37.4,12.2
Iowa,Lucas County,33.8,13.1
Iowa,Lyon County,31.9,7.3
Iowa,Madison County,34.2,7.6
Iowa,Mahaska County,31.9,14.7
Iowa,Marion County,33.1,9.9
Iowa,Marshall County,34.7,11.1
Iowa,Mills County,34.7,8.9
Iowa,Mitchell County,30.3,9.6
Iowa,Monona County,32.8,13.9
Iowa,Monroe County,32.4,12.1
Iowa,Montgomery County,37.6,16.8
Iowa,Muscatine County,34.2,12.4
Iowa,O'Brien County,31.6,7.3
Iowa,Osceola County,34.4,8.5
Iowa,Page County,35.3,15.3
Iowa,Palo Alto County,35.7,10.7
Iowa,Plymouth County,32.2,7.8
Iowa,Pocahontas County,31.9,14.2
Iowa,Polk County,29.2,12.9
Iowa,Pottawattamie County,36,13
Iowa,Poweshiek County,32.1,10.4
Iowa,Ringgold County,34.9,10.6
Iowa,Sac County,33,8.2
Iowa,Scott County,31.8,12.1
Iowa,Shelby County,29.4,11.2
Iowa,Sioux County,29,8.3
Iowa,Story County,27.1,22.7
Iowa,Tama County,31.3,11.3
Iowa,Taylor County,30.9,14.1
Iowa,Union County,37.8,13.6
Iowa,Van Buren County,35.7,14.9
Iowa,Wapello County,35.6,18.6
Iowa,Warren County,31.1,6.8
Iowa,Washington County,31.5,9.3
Iowa,Wayne County,33.3,13.3
Iowa,Webster County,31.1,15.2
Iowa,Winnebago County,28.6,9.9
Iowa,Winneshiek County,25.4,8.1
Iowa,Woodbury County,34.3,14.6
Iowa,Worth County,33.7,12
Iowa,Wright County,34.4,11.1
Kansas,Allen County,34.2,18
Kansas,Anderson County,33.3,17.5
Kansas,Atchison County,33.1,19.2
Kansas,Barber County,36.7,10.9
Kansas,Barton County,35.4,15.9
Kansas,Bourbon County,33.9,19.2
Kansas,Brown County,29.6,16.4
Kansas,Butler County,31.9,10.4
Kansas,Chase County,28.3,13.8
Kansas,Chautauqua County,34.1,16.8
Kansas,Cherokee County,37,17
Kansas,Cheyenne County,33.5,8.1
Kansas,Clark County,31.2,14.9
Kansas,Clay County,36.2,11.4
Kansas,Cloud County,29.9,13.5
Kansas,Coffey County,30.5,10
Kansas,Comanche County,33.6,7.2
Kansas,Cowley County,36,17.6
Kansas,Crawford County,33,22
Kansas,Decatur County,36.1,11.2
Kansas,Dickinson County,31.9,10.5
Kansas,Doniphan County,32.1,12.4
Kansas,Douglas County,24.2,19
Kansas,Edwards County,32.9,11.7
Kansas,Elk County,32.5,18.3
Kansas,Ellis County,31.6,15.6
Kansas,Ellsworth County,33.3,9
Kansas,Finney County,35.2,17
Kansas,Ford County,30.6,18.2
Kansas,Franklin County,33.8,13.1
Kansas,Geary County,32.7,12.4
Kansas,Gove County,30.2,8.2
Kansas,Graham County,28.9,11.2
Kansas,Grant County,35.6,10.3
Kansas,Gray County,36,10
Kansas,Greeley County,32.6,8.1
Kansas,Greenwood County,32.7,15.1
Kansas,Hamilton County,37.1,14.3
Kansas,Harper County,34.2,16.4
Kansas,Harvey County,31,13.2
Kansas,Haskell County,33.9,13.8
Kansas,Hodgeman County,32,4.6
Kansas,Jackson County,33.4,9.1
Kansas,Jefferson County,29.9,7.5
Kansas,Jewell County,29.6,15.5
Kansas,Johnson County,24.8,6.2
Kansas,Kearny County,28.7,10.7
Kansas,Kingman County,32.2,10.7
Kansas,Kiowa County,32.8,15.5
Kansas,Labette County,34,17.8
Kansas,Lane County,30.8,9
Kansas,Leavenworth County,32.8,11.4
Kansas,Lincoln County,31.2,11
Kansas,Linn County,31.6,13.2
Kansas,Logan County,31.1,8.4
Kansas,Lyon County,34.7,21.5
Kansas,McPherson County,29.2,7.2
Kansas,Marion County,30.9,11.4
Kansas,Marshall County,32.6,11.1
Kansas,Meade County,27,11.3
Kansas,Miami County,34.1,9.2
Kansas,Mitchell County,32.1,10.4
Kansas,Montgomery County,35.1,19
Kansas,Morris County,35.1,8.9
Kansas,Morton County,31.9,10.8
Kansas,Nemaha County,30.4,11.4
Kansas,Neosho County,33.5,18.6
Kansas,Ness County,31.1,11.7
Kansas,Norton County,32.4,8.5
Kansas,Osage County,37.1,12.6
Kansas,Osborne County,33.2,15.4
Kansas,Ottawa County,37.9,7.9
Kansas,Pawnee County,30.3,7.8
Kansas,Phillips County,28.8,9.2
Kansas,Pottawatomie County,31.3,8.9
Kansas,Pratt County,33.8,12.3
Kansas,Rawlins County,32.3,10
Kansas,Reno County,35.7,12.2
Kansas,Republic County,30.9,12.8
Kansas,Rice County,32.6,14.7
Kansas,Riley County,23.8,22.5
Kansas,Rooks County,32.8,14.4
Kansas,Rush County,32.6,9.4
Kansas,Russell County,30.4,12.9
Kansas,Saline County,35.1,16.1
Kansas,Scott County,32.1,6.6
Kansas,Sedgwick County,31.4,15.1
Kansas,Seward County,38.6,19.1
Kansas,Shawnee County,32.9,15.2
Kansas,Sheridan County,31.5,6.6
Kansas,Sherman County,29.9,19
Kansas,Smith County,34.1,14.8
Kansas,Stafford County,32.5,16.1
Kansas,Stanton County,31.3,5.3
Kansas,Stevens County,34.8,18.2
Kansas,Sumner County,31.1,12.4
Kansas,Thomas County,35,9.7
Kansas,Trego County,29.7,4.1
Kansas,Wabaunsee County,30.9,5.9
Kansas,Wallace County,33.1,8.2
Kansas,Washington County,30.7,11.7
Kansas,Wichita County,29.4,9.9
Kansas,Wilson County,32.9,18.6
Kansas,Woodson County,33.4,22.8
Kansas,Wyandotte County,36.2,23.9
Kentucky,Adair County,34.3,21.6
Kentucky,Allen County,33.9,17.2
Kentucky,Anderson County,34.6,10.3
Kentucky,Ballard County,34.2,16.3
Kentucky,Barren County,31,20.4
Kentucky,Bath County,30.4,26.4
Kentucky,Bell County,37.9,38
Kentucky,Boone County,32.5,8.2
Kentucky,Bourbon County,34.1,16.6
Kentucky,Boyd County,38.5,20.4
Kentucky,Boyle County,32.2,16.1
Kentucky,Bracken County,32.4,18.5
Kentucky,Breathitt County,41.6,32.9
Kentucky,Breckinridge County,36.6,17.4
Kentucky,Bullitt County,32.8,10.4
Kentucky,Butler County,33.2,29.3
Kentucky,Caldwell County,35,20.1
Kentucky,Calloway County,30.1,23.1
Kentucky,Campbell County,31.6,14.6
Kentucky,Carlisle County,33.4,19.8
Kentucky,Carroll County,35.3,27.9
Kentucky,Carter County,38.9,17.6
Kentucky,Casey County,36.4,25.5
Kentucky,Christian County,36.5,19.9
Kentucky,Clark County,30.6,15.4
Kentucky,Clay County,38,39.7
Kentucky,Clinton County,34.9,24.3
Kentucky,Crittenden County,33.8,21.9
Kentucky,Cumberland County,31.8,25.1
Kentucky,Daviess County,30.4,15.6
Kentucky,Edmonson County,31.2,19.2
Kentucky,Elliott County,33.7,31.3
Kentucky,Estill County,35.1,29.3
Kentucky,Fayette County,27.3,18.9
Kentucky,Fleming County,34.5,20.1
Kentucky,Floyd County,37.6,30
Kentucky,Franklin County,33.2,14.6
Kentucky,Fulton County,32,27.4
Kentucky,Gallatin County,35.8,15.3
Kentucky,Garrard County,30.5,21.7
Kentucky,Grant County,36.3,18.4
Kentucky,Graves County,30.1,17.3
Kentucky,Grayson County,36.5,24
Kentucky,Green County,38.1,20.1
Kentucky,Greenup County,39.8,17.7
Kentucky,Hancock County,34.5,15.8
Kentucky,Hardin County,32.9,14.3
Kentucky,Harlan County,36.5,31.2
Kentucky,Harrison County,30.1,22.2
Kentucky,Hart County,37.1,24.9
Kentucky,Henderson County,32.6,19
Kentucky,Henry County,31.6,18.3
Kentucky,Hickman County,35.2,15
Kentucky,Hopkins County,35,17.2
Kentucky,Jackson County,37.5,31.4
Kentucky,Jefferson County,31.6,16.4
Kentucky,Jessamine County,31.5,19.1
Kentucky,Johnson County,37.2,26.3
Kentucky,Kenton County,28.5,14.6
Kentucky,Knott County,40.2,28.1
Kentucky,Knox County,39.3,32.6
Kentucky,Larue County,33.6,17.8
Kentucky,Laurel County,37.8,23.1
Kentucky,Lawrence County,42.2,22.7
Kentucky,Lee County,33.9,32
Kentucky,Leslie County,43.2,28.5
Kentucky,Letcher County,38.6,28.4
Kentucky,Lewis County,38.3,30.8
Kentucky,Lincoln County,30.8,25
Kentucky,Livingston County,29.7,14.7
Kentucky,Logan County,35.2,19.3
Kentucky,Lyon County,33.3,14.3
Kentucky,McCracken County,33.7,16.8
Kentucky,McCreary County,34.3,41
Kentucky,McLean County,36.8,21.1
Kentucky,Madison County,32.2,21
Kentucky,Magoffin County,33.7,28.6
Kentucky,Marion County,30.6,20.3
Kentucky,Marshall County,34.1,10.8
Kentucky,Martin County,39.3,35.2
Kentucky,Mason County,30.1,18.2
Kentucky,Meade County,35.9,16.7
Kentucky,Menifee County,33.3,29.9
Kentucky,Mercer County,35.8,18.3
Kentucky,Metcalfe County,33.8,21.9
Kentucky,Monroe County,29.9,27.7
Kentucky,Montgomery County,32.2,26
Kentucky,Morgan County,35.5,27.7
Kentucky,Muhlenberg County,37.8,19.9
Kentucky,Nelson County,32.4,16
Kentucky,Nicholas County,32.5,23.5
Kentucky,Ohio County,37.2,22
Kentucky,Oldham County,28,6
Kentucky,Owen County,30,16.8
Kentucky,Owsley County,33.6,37.9
Kentucky,Pendleton County,32.4,15.3
Kentucky,Perry County,37,25.4
Kentucky,Pike County,38.9,22.9
Kentucky,Powell County,36.3,28.1
Kentucky,Pulaski County,33.6,26.3
Kentucky,Robertson County,34.6,22
Kentucky,Rockcastle County,36,24.7
Kentucky,Rowan County,34.4,26
Kentucky,Russell County,34.6,25.8
Kentucky,Scott County,29.4,11
Kentucky,Shelby County,33,13
Kentucky,Simpson County,35.4,20.1
Kentucky,Spencer County,30.3,8.4
Kentucky,Taylor County,35.4,23.7
Kentucky,Todd County,33.7,18.5
Kentucky,Trigg County,33.4,17.8
Kentucky,Trimble County,34,17.4
Kentucky,Union County,30.7,27.7
Kentucky,Warren County,31.6,18.8
Kentucky,Washington County,32.9,17.6
Kentucky,Wayne County,37.1,27
Kentucky,Webster County,35.6,17.6
Kentucky,Whitley County,36.3,26
Kentucky,Wolfe County,32.3,43
Kentucky,Woodford County,29.5,13.1
Louisiana,Acadia Parish,33.1,20.6
Louisiana,Allen Parish,34.4,16.5
Louisiana,Ascension Parish,31.3,11.8
Louisiana,Assumption Parish,34.8,16
Louisiana,Avoyelles Parish,37,23.2
Louisiana,Beauregard Parish,35.8,20.2
Louisiana,Bienville Parish,38.2,27.5
Louisiana,Bossier Parish,34.7,14.3
Louisiana,Caddo Parish,34.3,21.5
Louisiana,Calcasieu Parish,32.3,17.1
Louisiana,Caldwell Parish,36.3,21.6
Louisiana,Cameron Parish,31.5,9.7
Louisiana,Catahoula Parish,35.3,20.4
Louisiana,Claiborne Parish,37,27.7
Louisiana,Concordia Parish,38.3,30.5
Louisiana,De Soto Parish,38.9,26.4
Louisiana,East Baton Rouge Parish,32.9,19.6
Louisiana,East Carroll Parish,42.1,48
Louisiana,East Feliciana Parish,42.1,19.4
Louisiana,Evangeline Parish,41.9,26.6
Louisiana,Franklin Parish,38,30.7
Louisiana,Grant Parish,33.8,18.3
Louisiana,Iberia Parish,36.1,19.6
Louisiana,Iberville Parish,39.7,19.1
Louisiana,Jackson Parish,34.8,26.5
Louisiana,Jefferson Parish,35.4,16.8
Louisiana,Jefferson Davis Parish,36.3,21.1
Louisiana,Lafayette Parish,31.1,16
Louisiana,Lafourche Parish,36.9,14.8
Louisiana,La Salle Parish,33.2,21
Louisiana,Lincoln Parish,37.3,32.1
Louisiana,Livingston Parish,34.4,14.4
Louisiana,Madison Parish,41.8,38.4
Louisiana,Morehouse Parish,39.4,28.5
Louisiana,Natchitoches Parish,34.7,29.2
Louisiana,Orleans Parish,31.9,27
Louisiana,Ouachita Parish,35.7,24.7
Louisiana,Plaquemines Parish,33.5,16.2
Louisiana,Pointe Coupee Parish,35.3,19.6
Louisiana,Rapides Parish,35.7,20.8
Louisiana,Red River Parish,40.3,22.3
Louisiana,Richland Parish,37.1,20.9
Louisiana,Sabine Parish,39.1,19.5
Louisiana,St. Bernard Parish,35.5,19.3
Louisiana,St. Charles Parish,35.9,11.8
Louisiana,St. Helena Parish,40.6,26.9
Louisiana,St. James Parish,37,18
Louisiana,St. John the Baptist Pa,35.8,18.2
Louisiana,St. Landry Parish,39.6,27.9
Louisiana,St. Martin Parish,34.2,17.9
Louisiana,St. Mary Parish,38,22.4
Louisiana,St. Tammany Parish,27.8,11.4
Louisiana,Tangipahoa Parish,39.1,22.2
Louisiana,Tensas Parish,34.8,35.4
Louisiana,Terrebonne Parish,39.5,19.5
Louisiana,Union Parish,34.4,28.1
Louisiana,Vermilion Parish,31.2,17.8
Louisiana,Vernon Parish,36.6,14.7
Louisiana,Washington Parish,37.4,26.4
Louisiana,Webster Parish,35.8,23.6
Louisiana,West Baton Rouge Parish,40.2,19.4
Louisiana,West Carroll Parish,36,25.8
Louisiana,West Feliciana Parish,34.5,16
Louisiana,Winn Parish,37.7,26.4
Maine,Androscoggin County,33.2,15.7
Maine,Aroostook County,34.1,18.5
Maine,Cumberland County,22.7,11.6
Maine,Franklin County,30.2,14.8
Maine,Hancock County,24.3,13.5
Maine,Kennebec County,30.9,13.8
Maine,Knox County,23.1,11.2
Maine,Lincoln County,24.6,12.1
Maine,Oxford County,31.4,17.5
Maine,Penobscot County,30.3,17
Maine,Piscataquis County,33.3,20.9
Maine,Sagadahoc County,25.1,12.1
Maine,Somerset County,35,17.6
Maine,Waldo County,28.3,16.4
Maine,Washington County,28.5,19.1
Maine,York County,27.6,9.8
Maryland,Allegany County,32.3,18
Maryland,Anne Arundel County,29.1,5.9
Maryland,Baltimore County,28.8,9.4
Maryland,Calvert County,29.7,5.8
Maryland,Caroline County,35,15.8
Maryland,Carroll County,27.9,5.6
Maryland,Cecil County,33.7,10.1
Maryland,Charles County,36,7.9
Maryland,Dorchester County,35.7,16.5
Maryland,Frederick County,29.1,6.8
Maryland,Garrett County,30.6,12.4
Maryland,Harford County,27.9,8
Maryland,Howard County,21.7,5.2
Maryland,Kent County,28.1,11.2
Maryland,Montgomery County,20.1,6.7
Maryland,Prince George's County,33.4,9.6
Maryland,Queen Anne's County,28.9,7.5
Maryland,St. Mary's County,32,7.9
Maryland,Somerset County,42.2,24.7
Maryland,Talbot County,29.3,11.2
Maryland,Washington County,33.8,12.9
Maryland,Wicomico County,35.9,15.9
Maryland,Worcester County,29.4,11
Maryland,Baltimore city,33.7,23.7
Massachusetts,Barnstable County,19.9,8.7
Massachusetts,Berkshire County,23.7,13
Massachusetts,Bristol County,28.3,12.7
Massachusetts,Dukes County,22,11.7
Massachusetts,Essex County,25.5,11.4
Massachusetts,Franklin County,21,11.7
Massachusetts,Hampden County,27.5,17.5
Massachusetts,Hampshire County,18.9,14.7
Massachusetts,Middlesex County,22.6,8.3
Massachusetts,Nantucket County,20,11.6
Massachusetts,Norfolk County,20.5,6.6
Massachusetts,Plymouth County,27.8,8.2
Massachusetts,Suffolk County,21.3,20.7
Massachusetts,Worcester County,27,11.8
Michigan,Alcona County,31.1,15.2
Michigan,Alger County,29.8,14.3
Michigan,Allegan County,30.2,12.7
Michigan,Alpena County,32.1,17.2
Michigan,Antrim County,32.2,14.5
Michigan,Arenac County,34,19.9
Michigan,Baraga County,32.5,15.6
Michigan,Barry County,31.2,11
Michigan,Bay County,35.4,15
Michigan,Benzie County,28.7,11.6
Michigan,Berrien County,34.8,17.7
Michigan,Branch County,31.8,17.7
Michigan,Calhoun County,33.9,17.5
Michigan,Cass County,35.3,14.7
Michigan,Charlevoix County,28.6,12.3
Michigan,Cheboygan County,33.2,18.2
Michigan,Chippewa County,34.6,18.9
Michigan,Clare County,33.8,26.1
Michigan,Clinton County,31.6,11.8
Michigan,Crawford County,30.4,15.2
Michigan,Delta County,32.1,17.2
Michigan,Dickinson County,30.1,13.8
Michigan,Eaton County,35.7,10.8
Michigan,Emmet County,29.8,10.8
Michigan,Genesee County,33,20.9
Michigan,Gladwin County,34.7,20.7
Michigan,Gogebic County,31.3,20.2
Michigan,Grand Traverse County,26.8,11
Michigan,Gratiot County,33.6,18.9
Michigan,Hillsdale County,32,20.1
Michigan,Houghton County,30.7,21.4
Michigan,Huron County,31.5,14.1
Michigan,Ingham County,30.4,22.4
Michigan,Ionia County,38,15.1
Michigan,Iosco County,33.2,17.7
Michigan,Iron County,29.1,15.6
Michigan,Isabella County,30.9,30.2
Michigan,Jackson County,33.7,17
Michigan,Kalamazoo County,30.6,18.3
Michigan,Kalkaska County,31.6,17
Michigan,Kent County,28.7,15.3
Michigan,Keweenaw County,30.9,15.3
Michigan,Lake County,32,28.7
Michigan,Lapeer County,30.3,10.6
Michigan,Leelanau County,26.6,10.4
Michigan,Lenawee County,30.8,14.3
Michigan,Livingston County,29.6,5.9
Michigan,Luce County,32.6,19.5
Michigan,Mackinac County,31.1,15.9
Michigan,Macomb County,33.3,12.6
Michigan,Manistee County,34.6,16.9
Michigan,Marquette County,29.2,17
Michigan,Mason County,29.9,17.2
Michigan,Mecosta County,35,23.1
Michigan,Menominee County,34.4,16.2
Michigan,Midland County,30.5,13.3
Michigan,Missaukee County,32.2,16.8
Michigan,Monroe County,33.8,11.3
Michigan,Montcalm County,34,18.2
Michigan,Montmorency County,28.9,16.9
Michigan,Muskegon County,35.8,19.2
Michigan,Newaygo County,34,18.2
Michigan,Oakland County,26.3,10.1
Michigan,Oceana County,34.8,20.4
Michigan,Ogemaw County,35.6,21.8
Michigan,Ontonagon County,33,15.5
Michigan,Osceola County,34.2,22
Michigan,Oscoda County,33.5,19.8
Michigan,Otsego County,33.3,13.8
Michigan,Ottawa County,27.6,10.4
Michigan,Presque Isle County,32.3,13.7
Michigan,Roscommon County,34.2,20.6
Michigan,Saginaw County,38.9,18.3
Michigan,St. Clair County,33,14.6
Michigan,St. Joseph County,34.7,17.2
Michigan,Sanilac County,31.3,15.7
Michigan,Schoolcraft County,31.3,21.4
Michigan,Shiawassee County,32.4,14.4
Michigan,Tuscola County,32.6,15.7
Michigan,Van Buren County,33.5,18.8
Michigan,Washtenaw County,24.4,15.4
Michigan,Wayne County,33.5,25
Michigan,Wexford County,30.2,17.4
Minnesota,Aitkin County,29.9,12.4
Minnesota,Anoka County,30,7.7
Minnesota,Becker County,32.6,12.8
Minnesota,Beltrami County,30.9,18.8
Minnesota,Benton County,29.3,14.9
Minnesota,Big Stone County,28.7,14.4
Minnesota,Blue Earth County,33.7,19.1
Minnesota,Brown County,30.1,7.8
Minnesota,Carlton County,30.1,13.7
Minnesota,Carver County,23,4.4
Minnesota,Cass County,26.5,16.6
Minnesota,Chippewa County,29.9,12.2
Minnesota,Chisago County,29.8,5.5
Minnesota,Clay County,28.4,12.7
Minnesota,Clearwater County,31,16.9
Minnesota,Cook County,28.9,11.4
Minnesota,Cottonwood County,31.7,16.8
Minnesota,Crow Wing County,29,11.3
Minnesota,Dakota County,26.6,7.7
Minnesota,Dodge County,24.9,6.7
Minnesota,Douglas County,30,9.6
Minnesota,Faribault County,27,13.5
Minnesota,Fillmore County,25.1,11.1
Minnesota,Freeborn County,29.9,12.1
Minnesota,Goodhue County,32.2,11.2
Minnesota,Grant County,32,9.1
Minnesota,Hennepin County,22.8,12.5
Minnesota,Houston County,25.7,11
Minnesota,Hubbard County,24.9,11.6
Minnesota,Isanti County,28,7.4
Minnesota,Itasca County,32.2,13.6
Minnesota,Jackson County,31.5,10.8
Minnesota,Kanabec County,29.9,14.2
Minnesota,Kandiyohi County,29.1,11.7
Minnesota,Kittson County,27.8,10.9
Minnesota,Koochiching County,28,15.2
Minnesota,Lac qui Parle County,28.8,8.2
Minnesota,Lake County,30.3,13
Minnesota,Lake of the Woods Count,30.4,9.3
Minnesota,Le Sueur County,32.4,9.1
Minnesota,Lincoln County,28.3,9.3
Minnesota,Lyon County,28.7,14.1
Minnesota,McLeod County,31.1,8.1
Minnesota,Mahnomen County,32.6,24.9
Minnesota,Marshall County,29.7,7.9
Minnesota,Martin County,32.2,11.4
Minnesota,Meeker County,30.4,10.1
Minnesota,Mille Lacs County,35.9,12.2
Minnesota,Morrison County,34.3,11.3
Minnesota,Mower County,30.8,14
Minnesota,Murray County,29.8,9.2
Minnesota,Nicollet County,29.9,12.4
Minnesota,Nobles County,28.8,15.6
Minnesota,Norman County,28.2,12.9
Minnesota,Olmsted County,25.6,9
Minnesota,Otter Tail County,29.4,10
Minnesota,Pennington County,27.5,9.3
Minnesota,Pine County,36.2,14.6
Minnesota,Pipestone County,28.4,12.9
Minnesota,Polk County,33.5,13.1
Minnesota,Pope County,32.1,9.4
Minnesota,Ramsey County,25.8,16.5
Minnesota,Red Lake County,32.8,10.7
Minnesota,Redwood County,32.6,11.8
Minnesota,Renville County,29.5,11.1
Minnesota,Rice County,31.5,11.4
Minnesota,Rock County,28.4,11.4
Minnesota,Roseau County,29.3,10.7
Minnesota,St. Louis County,27.1,16
Minnesota,Scott County,24.6,5.7
Minnesota,Sherburne County,28.8,7.9
Minnesota,Sibley County,33.3,10.7
Minnesota,Stearns County,27.6,13.5
Minnesota,Steele County,30.5,10.4
Minnesota,Stevens County,33.5,18.4
Minnesota,Swift County,28.6,12.5
Minnesota,Todd County,30.4,14.7
Minnesota,Traverse County,32.1,10.2
Minnesota,Wabasha County,32.2,7.3
Minnesota,Wadena County,29.2,16.4
Minnesota,Waseca County,33.7,8.7
Minnesota,Washington County,26.1,5.4
Minnesota,Watonwan County,26.9,10.8
Minnesota,Wilkin County,28.5,9.9
Minnesota,Winona County,28.9,14.7
Minnesota,Wright County,28,6.2
Minnesota,Yellow Medicine County,29,11.9
Mississippi,Adams County,37.7,30.1
Mississippi,Alcorn County,37.9,21.2
Mississippi,Amite County,42.3,22.4
Mississippi,Attala County,39.2,26
Mississippi,Benton County,37,21
Mississippi,Bolivar County,37.5,37.1
Mississippi,Calhoun County,35.8,25.9
Mississippi,Carroll County,34.2,20.6
Mississippi,Chickasaw County,33.4,26.3
Mississippi,Choctaw County,31.7,26.2
Mississippi,Claiborne County,47.6,42
Mississippi,Clarke County,34.8,21.3
Mississippi,Clay County,35.3,26.6
Mississippi,Coahoma County,42.9,34.1
Mississippi,Copiah County,37.4,27.2
Mississippi,Covington County,36.3,27
Mississippi,DeSoto County,35.9,9.8
Mississippi,Forrest County,34.4,27.8
Mississippi,Franklin County,35.6,18.9
Mississippi,George County,34.2,18.4
Mississippi,Greene County,38.5,14.5
Mississippi,Grenada County,38.9,22.3
Mississippi,Hancock County,31.9,21.6
Mississippi,Harrison County,32.3,20.8
Mississippi,Hinds County,34.9,25.9
Mississippi,Holmes County,46.1,43.4
Mississippi,Humphreys County,41.6,39.7
Mississippi,Issaquena County,34.4,40.3
Mississippi,Itawamba County,34.5,18.8
Mississippi,Jackson County,32,15.4
Mississippi,Jasper County,37.9,23.9
Mississippi,Jefferson County,44.5,48.7
Mississippi,Jefferson Davis County,39.4,34.3
Mississippi,Jones County,38.4,22.7
Mississippi,Kemper County,36.9,30.5
Mississippi,Lafayette County,34.3,25.8
Mississippi,Lamar County,32.8,16.7
Mississippi,Lauderdale County,32.3,22.8
Mississippi,Lawrence County,36.8,22
Mississippi,Leake County,40.9,27.2
Mississippi,Lee County,33,18.3
Mississippi,Leflore County,44,41.9
Mississippi,Lincoln County,39.1,26.6
Mississippi,Lowndes County,34.3,23.5
Mississippi,Madison County,28.6,13.5
Mississippi,Marion County,34.2,28.4
Mississippi,Marshall County,39.1,19
Mississippi,Monroe County,38,19.9
Mississippi,Montgomery County,38.3,29.6
Mississippi,Neshoba County,37.5,24
Mississippi,Newton County,34.8,22.6
Mississippi,Noxubee County,40.6,36.4
Mississippi,Oktibbeha County,34.2,33.7
Mississippi,Panola County,36,22.8
Mississippi,Pearl River County,33.7,21.5
Mississippi,Perry County,37.2,18.9
Mississippi,Pike County,37.2,29.1
Mississippi,Pontotoc County,31.1,16.2
Mississippi,Prentiss County,33.1,21.1
Mississippi,Quitman County,41.5,39.5
Mississippi,Rankin County,31.5,10
Mississippi,Scott County,33.7,27.7
Mississippi,Sharkey County,37.5,29.3
Mississippi,Simpson County,37.7,26.1
Mississippi,Smith County,36.8,23.6
Mississippi,Stone County,35.8,17.9
Mississippi,Sunflower County,42.2,35.5
Mississippi,Tallahatchie County,39.6,24.9
